method,split,seed,episode,stress_level,success,edge_f1,birth_f1,death_f1,graph_edit,component_accuracy,jam_f1,safety_violation_rate,chain_contact_rate,pocket_contact_rate,fixture_contact_rate,wall_contact_rate,final_progress,final_y_error,energy,trajectory_samples
contact_implicit_mpc_baseline,nominal_push_to_pocket,0,0,,0,0.97222,0.95833,1.00000,0.00521,0.95833,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.81841,0.00424,11.57536,"0:b(0.031,-0.024):p0.00:e[none];10:b(0.358,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model_v4,nominal_push_to_pocket,0,0,,0,0.81389,0.95833,0.12500,0.11719,0.10417,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.81842,0.04575,9.94589,"0:b(0.031,-0.024):p0.00:e[none];10:b(0.357,0.027):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.027):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.027):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.027):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.027):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model_v5,nominal_push_to_pocket,0,0,,0,0.81389,0.95833,0.15278,0.11719,0.10417,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.81841,0.04490,9.99624,"0:b(0.031,-0.024):p0.00:e[none];10:b(0.357,0.025):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.025):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.026):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.026):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.026):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_no_memory_ablation,nominal_push_to_pocket,0,0,,0,0.80139,0.91667,0.12500,0.12500,0.08333,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.81841,0.00424,11.57624,"0:b(0.031,-0.024):p0.00:e[none];10:b(0.358,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,-0.023):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
oracle_topology_planner,nominal_push_to_pocket,0,0,,0,1.00000,1.00000,1.00000,0.00000,1.00000,1.00000,0.00000,0.18750,0.12500,0.00000,0.00000,0.79742,0.00510,72.24729,"0:b(0.031,-0.024):p0.00:e[none];10:b(0.357,-0.019):p0.82:e[block_a_block_b,block_b_pocket];20:b(0.354,-0.017):p0.81:e[none];30:b(0.352,-0.016):p0.80:e[none];40:b(0.350,-0.015):p0.80:e[none];47:b(0.349,-0.014):p0.80:e[none]"
last_contact_persistence,nominal_push_to_pocket,0,1,,0,0.96508,0.93750,0.97917,0.01042,0.91667,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.04912,11.14181,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
distance_threshold_graph,nominal_push_to_pocket,0,1,,0,0.97222,0.95833,1.00000,0.00521,0.95833,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.04863,11.13905,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
state_only_dynamics_model,nominal_push_to_pocket,0,1,,0,0.86250,0.07639,1.00000,0.11719,1.00000,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.04793,11.14075,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
pairwise_contact_classifier,nominal_push_to_pocket,0,1,,0,0.80139,0.91667,0.13889,0.12500,0.08333,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.04819,11.13266,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
random_forest_topology_planner,nominal_push_to_pocket,0,1,,0,0.51736,0.95833,0.04167,0.23438,0.04167,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80779,0.04907,11.14137,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
hist_gradient_topology_planner,nominal_push_to_pocket,0,1,,0,0.81389,0.95833,0.13889,0.11458,0.08333,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80779,0.04838,11.13462,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.013):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ensemble_uncertainty_planner,nominal_push_to_pocket,0,1,,0,0.71944,0.91667,0.13889,0.15625,0.08333,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80761,0.09825,9.67084,"0:b(0.053,0.014):p0.00:e[none];10:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
conformal_graph_guard,nominal_push_to_pocket,0,1,,0,0.80764,0.93750,0.12500,0.11979,0.10417,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.09911,9.69566,"0:b(0.053,0.014):p0.00:e[none];10:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.064):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.064):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
risk_averse_graph_planner,nominal_push_to_pocket,0,1,,0,0.81389,0.95833,0.13889,0.11719,0.10417,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80779,0.09851,9.67484,"0:b(0.053,0.014):p0.00:e[none];10:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.064):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.064):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
robust_contact_mpc,nominal_push_to_pocket,0,1,,0,0.99306,0.97917,1.00000,0.00260,0.97917,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80779,0.04890,11.12761,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
contact_implicit_mpc_baseline,nominal_push_to_pocket,0,1,,0,0.97222,0.95833,1.00000,0.00521,0.95833,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.04914,11.12676,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model_v4,nominal_push_to_pocket,0,1,,0,0.81389,0.95833,0.10417,0.11719,0.10417,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.09831,9.65121,"0:b(0.053,0.014):p0.00:e[none];10:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model_v5,nominal_push_to_pocket,0,1,,0,0.81389,0.95833,0.12500,0.11719,0.10417,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.09818,9.65614,"0:b(0.053,0.014):p0.00:e[none];10:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.063):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_no_memory_ablation,nominal_push_to_pocket,0,1,,0,0.79861,0.87500,0.17361,0.12760,0.10417,0.05882,0.00000,0.95833,0.89583,0.00000,0.00000,0.80780,0.04916,11.12933,"0:b(0.053,0.014):p0.00:e[none];10:b(0.358,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.014):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
oracle_topology_planner,nominal_push_to_pocket,0,1,,0,1.00000,1.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.47917,0.41667,0.00000,0.00000,0.78205,0.03461,44.37426,"0:b(0.053,0.014):p0.00:e[none];10:b(0.357,0.001):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.009):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.354,-0.007):p0.80:e[none];40:b(0.350,-0.003):p0.79:e[none];47:b(0.348,-0.000):p0.78:e[none]"
last_contact_persistence,nominal_push_to_pocket,0,2,,0,0.96806,0.93750,1.00000,0.00781,0.93750,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02990,10.22873,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
distance_threshold_graph,nominal_push_to_pocket,0,2,,0,0.97222,0.95833,1.00000,0.00521,0.95833,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02889,10.23875,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
state_only_dynamics_model,nominal_push_to_pocket,0,2,,0,0.86667,0.09722,1.00000,0.11458,1.00000,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02888,10.24022,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
pairwise_contact_classifier,nominal_push_to_pocket,0,2,,0,0.15069,0.10417,0.91667,0.22917,0.12500,0.00000,0.00000,0.14583,0.08333,0.00000,0.00000,0.77502,0.02103,15.11542,"0:b(0.049,0.028):p0.00:e[none];10:b(0.356,0.026):p0.81:e[none];20:b(0.352,0.024):p0.80:e[none];30:b(0.349,0.023):p0.79:e[none];40:b(0.346,0.021):p0.78:e[none];47:b(0.344,0.021):p0.78:e[none]"
random_forest_topology_planner,nominal_push_to_pocket,0,2,,0,0.49653,0.93750,0.05208,0.23698,0.02083,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02961,10.24579,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.029):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
hist_gradient_topology_planner,nominal_push_to_pocket,0,2,,0,0.80764,0.93750,0.12500,0.11719,0.08333,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02883,10.23769,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ensemble_uncertainty_planner,nominal_push_to_pocket,0,2,,0,0.55417,0.93750,0.13194,0.22656,0.06250,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.03091,9.33231,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.030):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.030):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.030):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.030):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.030):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
conformal_graph_guard,nominal_push_to_pocket,0,2,,0,0.20694,0.24306,0.84722,0.23698,0.08333,0.00000,0.00000,0.20833,0.16667,0.00000,0.00000,0.72977,0.03640,73.95391,"0:b(0.049,0.028):p0.00:e[none];10:b(0.358,0.085):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.348,0.071):p0.79:e[none];30:b(0.339,0.056):p0.76:e[none];40:b(0.332,0.043):p0.74:e[none];47:b(0.327,0.036):p0.73:e[none]"
risk_averse_graph_planner,nominal_push_to_pocket,0,2,,0,0.24444,0.27778,0.78472,0.16927,0.10417,0.00000,0.00000,0.25000,0.20833,0.00000,0.00000,0.17609,0.03789,66.92327,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.086):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.313,0.055):p0.69:e[none];30:b(0.228,0.015):p0.47:e[none];40:b(0.158,-0.019):p0.29:e[none];47:b(0.116,-0.038):p0.18:e[none]"
robust_contact_mpc,nominal_push_to_pocket,0,2,,0,0.97222,0.95833,1.00000,0.00521,0.95833,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02872,10.23423,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
contact_implicit_mpc_baseline,nominal_push_to_pocket,0,2,,0,0.97222,0.95833,1.00000,0.00521,0.95833,0.00000,0.00000,0.95833,0.89583,0.00000,0.00000,0.80945,0.02843,10.25148,"0:b(0.049,0.028):p0.00:e[none];10:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];47:b(0.357,0.028):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
