method,split,seed,episode,stress_level,success,edge_f1,birth_f1,death_f1,graph_edit,component_accuracy,jam_f1,safety_violation_rate,chain_contact_rate,pocket_contact_rate,fixture_contact_rate,wall_contact_rate,final_progress,final_y_error,energy,trajectory_samples
pairwise_contact_classifier,stress_sweep,0,2002,0.00,0,0.57240,0.03125,0.96875,0.19531,0.06250,0.00000,0.00000,0.00000,0.00000,0.00000,0.01562,0.51042,0.05430,13.29475,"0:b(0.014,-0.023):p0.00:e[none];10:b(0.230,-0.406):p0.52:e[pusher_block_a];20:b(0.234,-0.315):p0.53:e[pusher_block_a];30:b(0.231,-0.224):p0.52:e[pusher_block_a];40:b(0.229,-0.150):p0.52:e[pusher_block_a];50:b(0.227,-0.088):p0.51:e[pusher_block_a];60:b(0.226,-0.061):p0.51:e[pusher_block_a];63:b(0.226,-0.062):p0.51:e[pusher_block_a]"
ensemble_uncertainty_planner,stress_sweep,0,2002,0.00,0,0.65365,0.04688,0.95312,0.12695,0.07812,1.00000,0.00000,0.00000,0.00000,0.00000,0.01562,0.49862,0.30213,13.29965,"0:b(0.014,-0.023):p0.00:e[none];10:b(0.231,-0.408):p0.52:e[pusher_block_a,block_b_wall];20:b(0.228,-0.381):p0.52:e[pusher_block_a];30:b(0.226,-0.359):p0.51:e[pusher_block_a];40:b(0.224,-0.341):p0.51:e[pusher_block_a];50:b(0.223,-0.326):p0.50:e[pusher_block_a];60:b(0.222,-0.313):p0.50:e[pusher_block_a];63:b(0.221,-0.310):p0.50:e[pusher_block_a]"
contact_implicit_mpc_baseline,stress_sweep,0,2002,0.00,0,0.92188,0.82812,0.96875,0.02539,0.79688,1.00000,0.00000,0.00000,0.00000,0.00000,0.01562,0.51180,0.05307,13.28954,"0:b(0.014,-0.023):p0.00:e[none];10:b(0.230,-0.407):p0.52:e[pusher_block_a];20:b(0.234,-0.311):p0.53:e[pusher_block_a];30:b(0.232,-0.218):p0.52:e[pusher_block_a];40:b(0.229,-0.140):p0.52:e[pusher_block_a];50:b(0.227,-0.076):p0.51:e[pusher_block_a];60:b(0.227,-0.060):p0.51:e[pusher_block_a];63:b(0.227,-0.061):p0.51:e[pusher_block_a]"
topology_world_model,stress_sweep,0,2002,0.00,0,0.58385,0.03125,0.96875,0.19336,0.04688,0.00000,0.00000,0.00000,0.00000,0.00000,0.01562,0.51370,0.08627,13.47703,"0:b(0.014,-0.023):p0.00:e[none];10:b(0.230,-0.407):p0.52:e[pusher_block_a];20:b(0.234,-0.312):p0.53:e[pusher_block_a];30:b(0.232,-0.218):p0.52:e[pusher_block_a];40:b(0.229,-0.141):p0.52:e[pusher_block_a];50:b(0.228,-0.089):p0.51:e[pusher_block_a,pusher_block_b];60:b(0.228,-0.093):p0.51:e[pusher_block_a];63:b(0.228,-0.094):p0.51:e[pusher_block_a]"
oracle_topology_planner,stress_sweep,0,2002,0.00,1,1.00000,1.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.90000,0.75000,0.00000,0.00000,0.82496,0.02299,7.44560,"0:b(0.014,-0.023):p0.00:e[none];10:b(0.357,-0.040):p0.83:e[pusher_block_a,block_a_block_b,block_b_pocket]"
pairwise_contact_classifier,stress_sweep,0,2003,0.00,0,0.65260,0.04167,0.07031,0.25000,0.93750,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81487,0.00089,11.69624,"0:b(0.038,-0.021):p0.00:e[none];10:b(0.357,-0.021):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ensemble_uncertainty_planner,stress_sweep,0,2003,0.00,0,0.25156,0.04688,0.36719,0.32617,0.04688,0.58974,0.00000,0.65625,0.60938,0.00000,0.00000,0.79137,0.01540,15.07867,"0:b(0.038,-0.021):p0.00:e[none];10:b(0.357,-0.022):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.023):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.025):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.025):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.354,-0.030):p0.81:e[none];60:b(0.349,-0.036):p0.79:e[none];63:b(0.348,-0.038):p0.79:e[none]"
contact_implicit_mpc_baseline,stress_sweep,0,2003,0.00,0,0.97917,0.96875,1.00000,0.00391,0.96875,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81487,0.00083,11.70289,"0:b(0.038,-0.021):p0.00:e[none];10:b(0.357,-0.021):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.021):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model,stress_sweep,0,2003,0.00,0,0.66510,0.03125,0.05729,0.24414,0.98438,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81487,0.00059,11.69078,"0:b(0.038,-0.021):p0.00:e[none];10:b(0.357,-0.022):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.022):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.022):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.022):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.022):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.022):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.022):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
oracle_topology_planner,stress_sweep,0,2003,0.00,0,1.00000,1.00000,1.00000,0.00000,1.00000,1.00000,0.00000,0.03125,0.04688,0.00000,0.00000,0.68295,0.16455,105.99918,"0:b(0.038,-0.021):p0.00:e[none];10:b(0.335,-0.167):p0.76:e[none];20:b(0.348,-0.181):p0.79:e[none];30:b(0.335,-0.183):p0.76:e[none];40:b(0.324,-0.184):p0.73:e[none];50:b(0.315,-0.186):p0.71:e[none];60:b(0.308,-0.187):p0.69:e[none];63:b(0.306,-0.187):p0.68:e[none]"
pairwise_contact_classifier,stress_sweep,0,2004,0.00,0,0.66094,0.03125,0.05469,0.24609,0.96875,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81232,0.01405,10.12711,"0:b(0.043,-0.010):p0.00:e[none];10:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ensemble_uncertainty_planner,stress_sweep,0,2004,0.00,0,0.07448,0.04688,0.04688,0.46484,0.04688,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81232,0.01437,10.17232,"0:b(0.043,-0.010):p0.00:e[none];10:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
contact_implicit_mpc_baseline,stress_sweep,0,2004,0.00,0,0.97917,0.96875,1.00000,0.00391,0.96875,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81232,0.01408,10.12550,"0:b(0.043,-0.010):p0.00:e[none];10:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.010):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model,stress_sweep,0,2004,0.00,0,0.66510,0.03125,0.04688,0.24414,0.98438,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81232,0.01473,10.12575,"0:b(0.043,-0.010):p0.00:e[none];10:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.011):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket]"
oracle_topology_planner,stress_sweep,0,2004,0.00,0,1.00000,1.00000,1.00000,0.00000,1.00000,1.00000,0.00000,0.20312,0.12500,0.01562,0.00000,0.82000,0.37191,12.11992,"0:b(0.043,-0.010):p0.00:e[none];10:b(0.357,0.012):p0.81:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.286,0.206):p0.63:e[block_a_fixture];30:b(0.326,0.385):p0.73:e[none];40:b(0.346,0.397):p0.78:e[none];50:b(0.353,0.387):p0.80:e[none];60:b(0.359,0.378):p0.82:e[none];63:b(0.360,0.376):p0.82:e[none]"
pairwise_contact_classifier,stress_sweep,1,2000,0.00,0,0.66510,0.04167,0.04688,0.24414,0.98438,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81665,0.04176,11.54038,"0:b(0.034,-0.030):p0.00:e[none];10:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.030):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ensemble_uncertainty_planner,stress_sweep,1,2000,0.00,0,0.27187,0.03125,0.09375,0.38281,0.06250,0.74359,0.00000,0.90625,0.85938,0.00000,0.00000,0.80983,0.04887,19.41229,"0:b(0.034,-0.030):p0.00:e[none];10:b(0.357,-0.031):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.033):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.036):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.038):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.039):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.040):p0.82:e[none];63:b(0.355,-0.037):p0.81:e[none]"
contact_implicit_mpc_baseline,stress_sweep,1,2000,0.00,0,0.97917,0.96875,1.00000,0.00391,0.96875,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81665,0.04057,11.54458,"0:b(0.034,-0.030):p0.00:e[none];10:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model,stress_sweep,1,2000,0.00,0,0.66510,0.05729,0.07292,0.24414,0.98438,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81665,0.04116,11.55938,"0:b(0.034,-0.030):p0.00:e[none];10:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.029):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
oracle_topology_planner,stress_sweep,1,2000,0.00,0,1.00000,1.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81665,0.00013,8.66799,"0:b(0.034,-0.030):p0.00:e[none];10:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,0.012):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
pairwise_contact_classifier,stress_sweep,1,2001,0.00,0,0.66094,0.04167,0.05469,0.24609,0.96875,0.88462,0.00000,0.96875,0.92188,0.00000,0.00000,0.81706,0.04899,11.21962,"0:b(0.033,-0.061):p0.00:e[none];10:b(0.358,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
ensemble_uncertainty_planner,stress_sweep,1,2001,0.00,0,0.06198,0.04688,0.04688,0.46875,0.04688,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81706,0.04819,11.19025,"0:b(0.033,-0.061):p0.00:e[none];10:b(0.358,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
contact_implicit_mpc_baseline,stress_sweep,1,2001,0.00,0,0.78437,0.96875,0.05729,0.12305,0.01562,0.00000,0.00000,0.96875,0.92188,0.00000,0.00000,0.81707,0.04789,11.20962,"0:b(0.033,-0.061):p0.00:e[none];10:b(0.358,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.060):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
topology_world_model,stress_sweep,1,2001,0.00,0,0.65677,0.05208,0.06771,0.24805,0.95312,0.88235,0.00000,0.96875,0.92188,0.00000,0.00000,0.81707,0.04980,11.23637,"0:b(0.033,-0.061):p0.00:e[none];10:b(0.358,-0.061):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];20:b(0.357,-0.062):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];30:b(0.357,-0.062):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];40:b(0.357,-0.062):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];50:b(0.357,-0.062):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];60:b(0.357,-0.062):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket];63:b(0.357,-0.062):p0.82:e[pusher_block_a,block_a_block_b,block_b_pocket]"
oracle_topology_planner,stress_sweep,1,2001,0.00,1,1.00000,1.00000,1.00000,0.00000,1.00000,1.00000,0.00000,0.35000,0.70000,0.00000,0.00000,0.82053,0.00299,12.97101,"0:b(0.033,-0.061):p0.00:e[none];10:b(0.357,0.005):p0.81:e[pusher_block_b]"
pairwise_contact_classifier,stress_sweep,1,2002,0.00,0,0.67448,0.04167,1.00000,0.12305,0.04688,1.00000,0.00000,0.00000,0.00000,0.00000,0.01562,0.49776,0.24062,13.16701,"0:b(0.028,-0.035):p0.00:e[none];10:b(0.217,-0.375):p0.47:e[pusher_block_a];20:b(0.235,-0.364):p0.52:e[pusher_block_a];30:b(0.233,-0.318):p0.51:e[pusher_block_a];40:b(0.231,-0.281):p0.51:e[pusher_block_a];50:b(0.230,-0.250):p0.50:e[pusher_block_a];60:b(0.229,-0.224):p0.50:e[pusher_block_a];63:b(0.228,-0.217):p0.50:e[pusher_block_a]"
