example,split,action_x,action_y,edge_count_before,edge_count_after,births,deaths
727,actuator_limit_chain,10.3066,-9.6827,0.0,0.0,0.0,0.0
728,nominal_push_to_pocket,1.0082,-8.9274,0.0,0.0,0.0,0.0
729,combined_stress,11.8078,-7.7185,0.0,0.0,0.0,0.0
730,contact_sensor_noise_burst,15.0049,5.3271,0.0,0.0,0.0,0.0
731,delayed_topology_transition,16.3720,6.1218,0.0,0.0,0.0,0.0
732,nominal_push_to_pocket,3.8805,0.8542,0.0,0.0,0.0,0.0
733,nominal_push_to_pocket,12.0837,-9.9503,0.0,0.0,0.0,0.0
734,distractor_contact,-0.4610,-10.8913,0.0,0.0,0.0,0.0
735,pocket_relocation,10.3270,-11.5568,0.0,0.0,0.0,0.0
736,actuator_limit_chain,-3.1827,-7.4349,0.0,0.0,0.0,0.0
737,delayed_topology_transition,13.8971,9.5412,0.0,0.0,0.0,0.0
738,contact_sensor_noise_burst,20.3613,0.7540,0.0,0.0,0.0,0.0
739,nominal_push_to_pocket,15.8210,-0.9939,0.0,0.0,0.0,0.0
740,pocket_relocation,10.5011,6.6959,1.0,1.0,0.0,0.0
741,distractor_contact,18.5154,-5.8047,0.0,0.0,0.0,0.0
742,delayed_topology_transition,23.4164,-0.5422,0.0,0.0,0.0,0.0
743,nominal_push_to_pocket,17.1645,4.3802,0.0,0.0,0.0,0.0
744,fixture_topology_shift,-1.1416,5.7975,0.0,0.0,0.0,0.0
745,distractor_contact,21.9523,-1.0424,0.0,0.0,0.0,0.0
746,pocket_relocation,-1.0076,-5.0874,0.0,0.0,0.0,0.0
747,friction_mass_shift,27.2106,3.4046,0.0,0.0,0.0,0.0
748,combined_extreme_stress,2.7742,-0.2773,1.0,1.0,0.0,0.0
749,actuator_limit_chain,13.7247,-4.7694,0.0,0.0,0.0,0.0
750,fixture_near_wall_jam,-0.1113,4.7326,0.0,0.0,0.0,0.0
751,combined_stress,1.8176,9.2190,0.0,0.0,0.0,0.0
752,actuator_limit_chain,9.4798,-10.1976,1.0,0.0,0.0,1.0
753,actuator_limit_chain,1.8868,7.9411,0.0,0.0,0.0,0.0
754,contact_sensor_noise_burst,18.8236,0.9236,0.0,0.0,0.0,0.0
755,distractor_contact,12.6954,9.6502,0.0,0.0,0.0,0.0
756,combined_extreme_stress,-3.0980,12.4112,0.0,0.0,0.0,0.0
757,combined_stress,0.1008,10.2766,0.0,0.0,0.0,0.0
758,distractor_contact,4.3463,-9.9261,0.0,0.0,0.0,0.0
759,fixture_near_wall_jam,8.5796,0.4243,0.0,0.0,0.0,0.0
760,contact_chain_transfer,14.1515,-3.5051,0.0,0.0,0.0,0.0
761,distractor_contact,8.5245,1.7801,1.0,1.0,0.0,0.0
762,pocket_relocation,5.7610,-8.1894,0.0,0.0,0.0,0.0
763,delayed_topology_transition,2.4124,10.6296,0.0,0.0,0.0,0.0
764,actuator_limit_chain,29.4740,2.1143,0.0,0.0,0.0,0.0
765,fixture_topology_shift,-0.8455,10.9636,0.0,0.0,0.0,0.0
766,nominal_push_to_pocket,19.4308,2.6682,0.0,0.0,0.0,0.0
767,nominal_push_to_pocket,0.6527,7.2275,0.0,0.0,0.0,0.0
768,delayed_topology_transition,7.3730,1.8471,0.0,0.0,0.0,0.0
769,friction_mass_shift,15.7939,-6.8611,0.0,0.0,0.0,0.0
770,pocket_relocation,-1.6210,10.9400,0.0,0.0,0.0,0.0
771,contact_chain_transfer,12.9911,-7.6690,0.0,0.0,0.0,0.0
772,combined_stress,9.2202,10.6451,0.0,0.0,0.0,0.0
773,friction_mass_shift,1.9157,6.5086,0.0,0.0,0.0,0.0
774,actuator_limit_chain,-2.2776,6.6836,0.0,0.0,0.0,0.0
775,contact_chain_transfer,11.5693,6.9196,0.0,0.0,0.0,0.0
776,combined_stress,23.8198,1.9147,0.0,0.0,0.0,0.0
777,actuator_limit_chain,16.0342,-4.3201,0.0,0.0,0.0,0.0
778,actuator_limit_chain,18.2984,-0.3678,0.0,0.0,0.0,0.0
779,pocket_relocation,12.5097,-6.7991,0.0,0.0,0.0,0.0
780,contact_chain_transfer,14.4695,-7.2832,0.0,0.0,0.0,0.0
781,contact_sensor_noise_burst,13.5702,-10.6838,1.0,0.0,0.0,1.0
782,fixture_topology_shift,-2.6824,-10.7356,0.0,0.0,0.0,0.0
783,contact_chain_transfer,14.6188,-5.7687,0.0,1.0,1.0,0.0
784,fixture_topology_shift,26.5399,0.5902,0.0,1.0,1.0,0.0
785,contact_chain_transfer,23.0906,1.6828,0.0,0.0,0.0,0.0
786,friction_mass_shift,-0.7206,-10.6754,0.0,0.0,0.0,0.0
787,delayed_topology_transition,16.3282,0.2435,0.0,0.0,0.0,0.0
788,delayed_topology_transition,10.3979,-1.4023,0.0,0.0,0.0,0.0
789,actuator_limit_chain,6.4544,10.9569,0.0,0.0,0.0,0.0
790,distractor_contact,17.9559,1.8558,0.0,0.0,0.0,0.0
791,combined_extreme_stress,21.3041,0.7511,0.0,2.0,2.0,0.0
792,contact_chain_transfer,7.7029,-10.7858,0.0,0.0,0.0,0.0
793,contact_chain_transfer,1.0014,11.7222,0.0,0.0,0.0,0.0
794,contact_chain_transfer,18.3979,9.3383,0.0,0.0,0.0,0.0
795,contact_sensor_noise_burst,3.8204,0.5502,0.0,0.0,0.0,0.0
796,contact_sensor_noise_burst,20.1608,0.4666,0.0,0.0,0.0,0.0
797,combined_stress,4.9071,-7.9291,0.0,0.0,0.0,0.0
798,friction_mass_shift,-1.4884,8.3639,0.0,0.0,0.0,0.0
799,combined_stress,24.5223,-0.0271,0.0,0.0,0.0,0.0
800,fixture_topology_shift,12.9782,6.9337,0.0,0.0,0.0,0.0
801,fixture_topology_shift,18.6433,0.4754,0.0,0.0,0.0,0.0
802,friction_mass_shift,13.1568,12.0768,0.0,0.0,0.0,0.0
803,contact_chain_transfer,12.8702,-6.1044,0.0,1.0,1.0,0.0
804,nominal_push_to_pocket,3.0728,10.6065,0.0,0.0,0.0,0.0
805,friction_mass_shift,22.9284,4.8042,0.0,0.0,0.0,0.0
806,friction_mass_shift,4.6769,1.2172,0.0,0.0,0.0,0.0
807,pocket_relocation,8.2220,-10.7544,0.0,0.0,0.0,0.0
808,pocket_relocation,7.4120,-1.6228,0.0,0.0,0.0,0.0
809,nominal_push_to_pocket,10.9786,7.1631,0.0,0.0,0.0,0.0
810,pocket_relocation,3.5597,9.6602,0.0,0.0,0.0,0.0
811,actuator_limit_chain,8.4574,-1.2228,0.0,0.0,0.0,0.0
812,nominal_push_to_pocket,0.4392,-7.1343,0.0,0.0,0.0,0.0
813,distractor_contact,8.5510,-14.0242,0.0,0.0,0.0,0.0
814,nominal_push_to_pocket,0.5249,-7.9858,0.0,0.0,0.0,0.0
815,combined_extreme_stress,5.6697,-8.8320,0.0,0.0,0.0,0.0
816,nominal_push_to_pocket,22.7227,4.8455,0.0,0.0,0.0,0.0
817,delayed_topology_transition,-0.2693,9.7584,0.0,0.0,0.0,0.0
818,pocket_relocation,4.8154,2.4190,0.0,0.0,0.0,0.0
819,actuator_limit_chain,1.1198,-7.7837,0.0,0.0,0.0,0.0
820,combined_stress,0.6472,9.4571,0.0,0.0,0.0,0.0
821,fixture_topology_shift,2.1332,1.9667,0.0,0.0,0.0,0.0
822,actuator_limit_chain,13.1927,6.7146,0.0,0.0,0.0,0.0
823,delayed_topology_transition,22.0718,0.3343,0.0,0.0,0.0,0.0
824,fixture_topology_shift,-4.3045,10.0717,0.0,0.0,0.0,0.0
825,delayed_topology_transition,-0.6522,-10.1322,0.0,0.0,0.0,0.0
826,actuator_limit_chain,10.7476,9.4894,0.0,0.0,0.0,0.0
827,pocket_relocation,21.0876,-0.7997,0.0,0.0,0.0,0.0
828,combined_stress,4.6048,-0.5572,0.0,0.0,0.0,0.0
829,friction_mass_shift,21.5924,0.1000,0.0,0.0,0.0,0.0
830,friction_mass_shift,6.3591,8.2817,0.0,0.0,0.0,0.0
831,delayed_topology_transition,8.9142,-12.9799,0.0,1.0,1.0,0.0
832,pocket_relocation,14.3697,-3.7720,0.0,0.0,0.0,0.0
833,combined_extreme_stress,8.8520,16.4725,0.0,0.0,0.0,0.0
834,fixture_topology_shift,12.3384,-3.9834,0.0,0.0,0.0,0.0
835,friction_mass_shift,20.7736,-0.8925,0.0,0.0,0.0,0.0
836,nominal_push_to_pocket,1.9495,-11.8780,0.0,0.0,0.0,0.0
837,nominal_push_to_pocket,6.7723,-0.8962,0.0,0.0,0.0,0.0
838,contact_sensor_noise_burst,13.8503,-5.2537,0.0,0.0,0.0,0.0
839,combined_extreme_stress,10.7786,6.4564,0.0,0.0,0.0,0.0
840,combined_stress,7.0491,13.4535,0.0,0.0,0.0,0.0
841,actuator_limit_chain,11.2696,3.4721,0.0,0.0,0.0,0.0
842,distractor_contact,4.1384,0.5517,0.0,0.0,0.0,0.0
843,pocket_relocation,6.8133,-11.1453,0.0,0.0,0.0,0.0
844,contact_chain_transfer,7.1400,-8.3811,0.0,0.0,0.0,0.0
845,contact_sensor_noise_burst,22.1078,-0.6780,0.0,0.0,0.0,0.0
846,actuator_limit_chain,15.8731,-3.3508,0.0,0.0,0.0,0.0
847,contact_chain_transfer,9.3399,11.7669,0.0,0.0,0.0,0.0
848,distractor_contact,10.7091,11.1332,1.0,0.0,0.0,1.0
849,fixture_near_wall_jam,2.6895,-12.9677,0.0,0.0,0.0,0.0
850,pocket_relocation,9.5292,8.4715,0.0,0.0,0.0,0.0
851,actuator_limit_chain,13.2628,-5.7732,0.0,0.0,0.0,0.0
852,nominal_push_to_pocket,0.9698,9.1711,0.0,0.0,0.0,0.0
853,combined_stress,9.0773,-6.5197,0.0,0.0,0.0,0.0
854,pocket_relocation,6.9718,11.1157,0.0,0.0,0.0,0.0
855,friction_mass_shift,14.8538,1.0253,0.0,1.0,1.0,0.0
856,fixture_topology_shift,-3.7989,-7.9146,0.0,0.0,0.0,0.0
857,actuator_limit_chain,7.9241,-9.9470,0.0,0.0,0.0,0.0
858,contact_sensor_noise_burst,15.5652,-5.6115,1.0,1.0,0.0,0.0
859,fixture_topology_shift,17.9339,1.8027,1.0,1.0,0.0,0.0
860,distractor_contact,-1.3479,7.0037,0.0,0.0,0.0,0.0
861,fixture_near_wall_jam,17.0329,-1.5241,0.0,0.0,0.0,0.0
862,delayed_topology_transition,0.8790,9.8147,0.0,0.0,0.0,0.0
863,fixture_near_wall_jam,7.4782,-0.4063,0.0,0.0,0.0,0.0
864,combined_extreme_stress,-1.3294,-7.2370,1.0,0.0,0.0,1.0
865,fixture_topology_shift,6.5292,9.8518,0.0,0.0,0.0,0.0
866,fixture_topology_shift,15.3491,-1.1514,0.0,0.0,0.0,0.0
867,contact_chain_transfer,7.2026,-0.1253,0.0,0.0,0.0,0.0
868,nominal_push_to_pocket,22.2921,-0.6930,0.0,1.0,1.0,0.0
869,contact_sensor_noise_burst,14.2337,-4.8424,0.0,0.0,0.0,0.0
870,distractor_contact,3.2915,-1.8084,0.0,0.0,0.0,0.0
871,contact_chain_transfer,14.1271,-4.9095,0.0,0.0,0.0,0.0
872,delayed_topology_transition,18.9582,0.3806,0.0,0.0,0.0,0.0
873,contact_sensor_noise_burst,2.9576,-9.1031,0.0,0.0,0.0,0.0
874,distractor_contact,20.3368,-2.2581,0.0,1.0,1.0,0.0
875,contact_sensor_noise_burst,11.2110,7.0672,0.0,0.0,0.0,0.0
876,nominal_push_to_pocket,11.9036,-10.9631,0.0,0.0,0.0,0.0
877,combined_stress,19.9481,0.1679,0.0,0.0,0.0,0.0
878,combined_stress,2.4164,-6.9419,0.0,0.0,0.0,0.0
879,fixture_topology_shift,14.3607,-5.6853,1.0,1.0,0.0,0.0
880,fixture_near_wall_jam,11.0627,8.3526,0.0,0.0,0.0,0.0
881,fixture_topology_shift,6.9145,-9.6039,0.0,0.0,0.0,0.0
882,pocket_relocation,10.9569,4.5876,0.0,0.0,0.0,0.0
883,fixture_near_wall_jam,-4.1178,10.1585,0.0,0.0,0.0,0.0
884,contact_chain_transfer,17.3518,6.0585,0.0,0.0,0.0,0.0
885,contact_sensor_noise_burst,8.7260,11.2150,0.0,0.0,0.0,0.0
886,actuator_limit_chain,0.2195,-11.4811,1.0,0.0,0.0,1.0
887,delayed_topology_transition,5.6699,-1.5440,0.0,0.0,0.0,0.0
888,friction_mass_shift,22.1217,1.5781,0.0,0.0,0.0,0.0
889,combined_stress,13.8346,-6.0179,1.0,0.0,0.0,1.0
890,nominal_push_to_pocket,5.8746,1.1215,0.0,0.0,0.0,0.0
891,fixture_topology_shift,12.6003,3.9031,0.0,0.0,0.0,0.0
892,distractor_contact,3.8368,0.4775,0.0,0.0,0.0,0.0
893,contact_sensor_noise_burst,6.4441,2.9646,0.0,0.0,0.0,0.0
894,combined_stress,5.6362,-0.8850,0.0,0.0,0.0,0.0
895,actuator_limit_chain,17.2063,1.9174,0.0,0.0,0.0,0.0
896,nominal_push_to_pocket,17.5818,-0.0826,0.0,0.0,0.0,0.0
897,distractor_contact,12.2696,-4.7315,0.0,0.0,0.0,0.0
898,contact_sensor_noise_burst,0.3101,9.4616,0.0,0.0,0.0,0.0
899,fixture_topology_shift,18.9908,3.9463,0.0,0.0,0.0,0.0
900,delayed_topology_transition,22.2137,-1.2024,0.0,1.0,1.0,0.0
901,pocket_relocation,14.1687,4.5133,0.0,0.0,0.0,0.0
902,friction_mass_shift,3.8188,-0.9980,0.0,0.0,0.0,0.0
903,delayed_topology_transition,7.2515,-9.7345,0.0,0.0,0.0,0.0
904,combined_stress,20.3703,-0.3381,0.0,0.0,0.0,0.0
905,friction_mass_shift,6.1874,8.8660,0.0,0.0,0.0,0.0
906,contact_chain_transfer,16.2684,-0.7893,0.0,0.0,0.0,0.0
907,fixture_near_wall_jam,6.5663,10.7322,0.0,0.0,0.0,0.0
908,distractor_contact,21.0903,1.5565,0.0,0.0,0.0,0.0
909,actuator_limit_chain,22.2656,1.4404,0.0,0.0,0.0,0.0
910,combined_extreme_stress,6.7415,-9.9593,0.0,0.0,0.0,0.0
911,fixture_near_wall_jam,21.1368,1.3243,0.0,0.0,0.0,0.0
912,friction_mass_shift,11.6531,-6.6783,0.0,0.0,0.0,0.0
913,contact_sensor_noise_burst,15.9099,5.6390,0.0,0.0,0.0,0.0
914,fixture_near_wall_jam,14.1591,7.8454,0.0,0.0,0.0,0.0
915,fixture_near_wall_jam,7.8152,-4.1916,0.0,0.0,0.0,0.0
916,contact_sensor_noise_burst,9.3660,9.8274,0.0,0.0,0.0,0.0
917,fixture_near_wall_jam,11.3457,15.1273,0.0,0.0,0.0,0.0
918,combined_extreme_stress,-3.0371,-9.6503,0.0,0.0,0.0,0.0
919,friction_mass_shift,22.3809,0.2089,0.0,0.0,0.0,0.0
920,pocket_relocation,-1.2653,-10.2542,0.0,0.0,0.0,0.0
921,contact_chain_transfer,12.1230,6.9240,0.0,0.0,0.0,0.0
922,distractor_contact,-0.7752,-5.9181,0.0,0.0,0.0,0.0
923,combined_stress,10.8377,-12.2054,0.0,0.0,0.0,0.0
924,combined_stress,22.8608,-0.0957,0.0,0.0,0.0,0.0
925,fixture_near_wall_jam,8.1649,-8.1644,0.0,0.0,0.0,0.0
926,nominal_push_to_pocket,5.2787,-0.7195,0.0,0.0,0.0,0.0
927,friction_mass_shift,16.0002,2.9328,0.0,0.0,0.0,0.0
928,contact_sensor_noise_burst,15.7235,-0.3310,0.0,1.0,1.0,0.0
929,combined_extreme_stress,5.7229,0.2649,0.0,0.0,0.0,0.0
930,fixture_topology_shift,6.1207,-10.9889,0.0,0.0,0.0,0.0
931,pocket_relocation,13.4306,3.5407,0.0,0.0,0.0,0.0
932,nominal_push_to_pocket,13.2958,-1.9990,0.0,0.0,0.0,0.0
933,contact_chain_transfer,0.4980,7.0793,0.0,0.0,0.0,0.0
934,distractor_contact,17.5431,-7.5650,0.0,0.0,0.0,0.0
935,actuator_limit_chain,6.0267,-15.5139,0.0,0.0,0.0,0.0
936,friction_mass_shift,9.4129,12.9980,0.0,0.0,0.0,0.0
937,contact_sensor_noise_burst,3.8764,-0.5152,0.0,0.0,0.0,0.0
938,delayed_topology_transition,-1.0857,-8.0896,0.0,0.0,0.0,0.0
939,nominal_push_to_pocket,3.8818,-12.8167,0.0,0.0,0.0,0.0
940,nominal_push_to_pocket,8.2390,-12.0352,0.0,0.0,0.0,0.0
941,contact_sensor_noise_burst,20.2701,-1.2195,0.0,0.0,0.0,0.0
942,combined_stress,14.9106,4.4123,0.0,0.0,0.0,0.0
943,combined_extreme_stress,6.5476,0.4515,1.0,1.0,0.0,0.0
944,friction_mass_shift,19.9323,1.3621,0.0,0.0,0.0,0.0
945,fixture_near_wall_jam,11.2477,6.7881,0.0,0.0,0.0,0.0
946,nominal_push_to_pocket,21.2042,-1.2227,0.0,0.0,0.0,0.0
947,pocket_relocation,5.6589,0.2792,0.0,0.0,0.0,0.0
948,delayed_topology_transition,-2.3292,-9.0202,0.0,0.0,0.0,0.0
949,friction_mass_shift,17.3489,-0.4710,0.0,0.0,0.0,0.0
950,contact_sensor_noise_burst,18.9432,-0.4978,0.0,0.0,0.0,0.0
951,fixture_topology_shift,3.4779,2.1401,0.0,0.0,0.0,0.0
952,combined_stress,8.2647,9.6433,0.0,0.0,0.0,0.0
953,contact_chain_transfer,1.2518,-11.3827,0.0,0.0,0.0,0.0
954,fixture_near_wall_jam,9.2907,-9.1443,0.0,0.0,0.0,0.0
955,delayed_topology_transition,17.2923,9.3754,0.0,0.0,0.0,0.0
956,pocket_relocation,7.2500,-8.3402,1.0,0.0,0.0,1.0
957,fixture_topology_shift,19.2919,-3.4998,0.0,0.0,0.0,0.0
958,combined_extreme_stress,12.5083,4.4067,0.0,0.0,0.0,0.0
959,combined_extreme_stress,7.8563,-0.5331,1.0,1.0,0.0,0.0
960,combined_stress,2.0599,-9.9788,0.0,0.0,0.0,0.0
961,fixture_topology_shift,6.5359,-7.3305,0.0,0.0,0.0,0.0
962,fixture_near_wall_jam,11.9600,10.9851,0.0,0.0,0.0,0.0
963,combined_extreme_stress,13.7635,8.5386,0.0,0.0,0.0,0.0
964,actuator_limit_chain,8.7856,9.8475,0.0,0.0,0.0,0.0
965,combined_extreme_stress,6.8030,-10.2333,1.0,1.0,0.0,0.0
966,pocket_relocation,15.2834,-10.0517,0.0,0.0,0.0,0.0
967,distractor_contact,20.7544,-0.0118,1.0,1.0,0.0,0.0
968,combined_stress,6.2368,-8.3919,0.0,0.0,0.0,0.0
969,nominal_push_to_pocket,17.0507,-3.7801,0.0,0.0,0.0,0.0
970,actuator_limit_chain,7.9140,10.9137,0.0,0.0,0.0,0.0
971,delayed_topology_transition,24.1063,0.2007,0.0,0.0,0.0,0.0
972,friction_mass_shift,24.2071,-3.1950,0.0,0.0,0.0,0.0
973,friction_mass_shift,22.6112,-1.9596,0.0,0.0,0.0,0.0
974,distractor_contact,9.6015,-11.3964,1.0,1.0,0.0,0.0
975,contact_chain_transfer,6.4479,-0.0875,0.0,0.0,0.0,0.0
976,friction_mass_shift,7.8927,1.6218,0.0,0.0,0.0,0.0
977,contact_sensor_noise_burst,20.3729,-0.8163,0.0,0.0,0.0,0.0
978,pocket_relocation,14.0687,-0.6021,0.0,0.0,0.0,0.0
979,contact_sensor_noise_burst,10.9543,9.8445,0.0,0.0,0.0,0.0
980,friction_mass_shift,-1.3526,4.7767,0.0,0.0,0.0,0.0
981,actuator_limit_chain,5.4419,0.7437,0.0,0.0,0.0,0.0
982,actuator_limit_chain,21.7146,-3.8578,0.0,0.0,0.0,0.0
983,fixture_topology_shift,5.3900,-0.6637,1.0,1.0,0.0,0.0
984,delayed_topology_transition,9.7550,-9.7311,1.0,1.0,0.0,0.0
985,nominal_push_to_pocket,12.4560,3.3358,0.0,0.0,0.0,0.0
986,distractor_contact,21.1370,-5.0685,0.0,0.0,0.0,0.0
987,pocket_relocation,14.2248,-0.8313,1.0,1.0,0.0,0.0
988,distractor_contact,11.3240,-3.3769,1.0,0.0,0.0,1.0
989,actuator_limit_chain,6.5399,8.8597,0.0,0.0,0.0,0.0
990,contact_chain_transfer,11.5976,9.1937,0.0,0.0,0.0,0.0
991,contact_sensor_noise_burst,10.6840,-8.8359,0.0,0.0,0.0,0.0
992,pocket_relocation,13.1359,-7.2664,1.0,1.0,0.0,0.0
993,combined_extreme_stress,5.9768,-9.0755,0.0,0.0,0.0,0.0
994,fixture_near_wall_jam,5.1733,11.7909,0.0,0.0,0.0,0.0
995,combined_extreme_stress,8.8140,10.8883,0.0,0.0,0.0,0.0
996,friction_mass_shift,8.0877,2.0639,0.0,0.0,0.0,0.0
997,fixture_near_wall_jam,1.7934,8.8632,0.0,0.0,0.0,0.0
998,distractor_contact,23.9890,2.6488,1.0,1.0,0.0,0.0
999,contact_sensor_noise_burst,13.6861,-3.1986,0.0,0.0,0.0,0.0
1000,fixture_topology_shift,27.5873,-2.9819,0.0,1.0,1.0,0.0
1001,delayed_topology_transition,11.6794,8.3174,0.0,0.0,0.0,0.0
1002,combined_extreme_stress,17.9474,-3.2395,0.0,0.0,0.0,0.0
1003,fixture_topology_shift,9.2310,-8.5929,0.0,0.0,0.0,0.0
1004,fixture_near_wall_jam,15.0759,6.8229,0.0,0.0,0.0,0.0
1005,contact_sensor_noise_burst,10.2632,11.8329,1.0,0.0,0.0,1.0
1006,nominal_push_to_pocket,0.1086,7.4735,0.0,0.0,0.0,0.0
1007,combined_extreme_stress,11.0262,-12.0627,0.0,1.0,1.0,0.0
1008,distractor_contact,15.2406,-8.6189,0.0,0.0,0.0,0.0
1009,friction_mass_shift,14.6496,7.0459,0.0,0.0,0.0,0.0
1010,nominal_push_to_pocket,6.6694,-9.8990,0.0,0.0,0.0,0.0
1011,combined_stress,12.4557,5.2414,0.0,0.0,0.0,0.0
1012,distractor_contact,0.5286,8.0476,0.0,0.0,0.0,0.0
1013,delayed_topology_transition,6.7130,10.1885,0.0,0.0,0.0,0.0
1014,delayed_topology_transition,17.2365,1.8560,0.0,0.0,0.0,0.0
1015,combined_stress,23.0422,-1.2621,0.0,1.0,1.0,0.0
1016,actuator_limit_chain,8.3428,12.7523,0.0,0.0,0.0,0.0
1017,fixture_topology_shift,20.8691,-1.7253,1.0,1.0,0.0,0.0
1018,distractor_contact,12.7037,8.3343,0.0,0.0,0.0,0.0
1019,delayed_topology_transition,12.8415,-4.9893,0.0,1.0,1.0,0.0
1020,fixture_topology_shift,16.0320,-7.5580,0.0,0.0,0.0,0.0
1021,contact_chain_transfer,24.8333,2.6304,0.0,0.0,0.0,0.0
1022,actuator_limit_chain,12.1776,-5.2841,0.0,0.0,0.0,0.0
1023,fixture_near_wall_jam,16.9298,1.7459,0.0,0.0,0.0,0.0
1024,fixture_near_wall_jam,7.7851,7.1551,0.0,0.0,0.0,0.0
1025,friction_mass_shift,-0.4605,10.2292,0.0,0.0,0.0,0.0
1026,friction_mass_shift,7.8520,7.1670,0.0,0.0,0.0,0.0
1027,combined_extreme_stress,25.5123,-0.2684,0.0,1.0,1.0,0.0
1028,combined_extreme_stress,0.0037,-10.0660,1.0,1.0,0.0,0.0
1029,actuator_limit_chain,9.8406,10.1879,0.0,0.0,0.0,0.0
1030,actuator_limit_chain,13.5183,-9.3024,0.0,1.0,1.0,0.0
1031,pocket_relocation,23.2854,0.0193,0.0,0.0,0.0,0.0
1032,pocket_relocation,1.7993,-0.8969,0.0,0.0,0.0,0.0
1033,contact_sensor_noise_burst,-0.6508,-3.3776,0.0,0.0,0.0,0.0
1034,contact_sensor_noise_burst,23.3537,-3.0500,0.0,0.0,0.0,0.0
1035,delayed_topology_transition,26.1565,-1.0620,0.0,0.0,0.0,0.0
1036,actuator_limit_chain,13.3274,-7.7835,0.0,0.0,0.0,0.0
1037,friction_mass_shift,16.0442,0.1335,0.0,0.0,0.0,0.0
1038,pocket_relocation,9.6032,-9.5792,0.0,0.0,0.0,0.0
1039,delayed_topology_transition,11.9904,7.8909,0.0,0.0,0.0,0.0
1040,combined_extreme_stress,5.4026,-12.4182,0.0,0.0,0.0,0.0
1041,contact_chain_transfer,11.2063,7.6785,0.0,0.0,0.0,0.0
1042,fixture_near_wall_jam,-1.6504,10.3790,0.0,0.0,0.0,0.0
1043,nominal_push_to_pocket,8.7497,-6.5890,0.0,0.0,0.0,0.0
1044,delayed_topology_transition,12.0663,-7.9075,0.0,0.0,0.0,0.0
1045,combined_stress,4.9128,3.2161,0.0,0.0,0.0,0.0
1046,nominal_push_to_pocket,11.5595,-10.5863,0.0,0.0,0.0,0.0
1047,nominal_push_to_pocket,-0.5970,-10.5196,0.0,0.0,0.0,0.0
1048,actuator_limit_chain,-5.0941,-8.8424,0.0,0.0,0.0,0.0
1049,nominal_push_to_pocket,15.8714,-4.6473,0.0,0.0,0.0,0.0
1050,contact_chain_transfer,13.5194,4.8827,0.0,1.0,1.0,0.0
1051,fixture_topology_shift,15.9627,-1.7211,0.0,0.0,0.0,0.0
1052,actuator_limit_chain,-2.1880,-3.7548,1.0,1.0,0.0,0.0
1053,combined_stress,18.2550,-0.7857,0.0,0.0,0.0,0.0
1054,distractor_contact,15.5525,6.4408,0.0,0.0,0.0,0.0
1055,combined_stress,26.6940,-1.0301,0.0,0.0,0.0,0.0
1056,delayed_topology_transition,8.0034,5.6123,0.0,0.0,0.0,0.0
1057,actuator_limit_chain,12.8841,-2.8453,0.0,0.0,0.0,0.0
1058,delayed_topology_transition,23.8320,0.7808,0.0,0.0,0.0,0.0
1059,combined_extreme_stress,-2.2109,-6.1751,0.0,0.0,0.0,0.0
1060,friction_mass_shift,17.5747,-0.9269,0.0,0.0,0.0,0.0
1061,actuator_limit_chain,14.1917,-4.3395,0.0,0.0,0.0,0.0
1062,friction_mass_shift,14.2261,-6.5547,0.0,0.0,0.0,0.0
1063,distractor_contact,5.1331,7.6632,0.0,0.0,0.0,0.0
1064,friction_mass_shift,23.0603,-1.5258,0.0,0.0,0.0,0.0
1065,contact_chain_transfer,7.5273,-9.3960,0.0,0.0,0.0,0.0
1066,nominal_push_to_pocket,11.5394,-5.3062,0.0,0.0,0.0,0.0
1067,contact_chain_transfer,10.8950,-5.4997,0.0,0.0,0.0,0.0
1068,pocket_relocation,8.1307,-11.5944,0.0,0.0,0.0,0.0
1069,friction_mass_shift,13.4276,6.2609,0.0,0.0,0.0,0.0
1070,fixture_topology_shift,12.7941,6.4096,0.0,0.0,0.0,0.0
1071,friction_mass_shift,7.0084,-4.1088,0.0,0.0,0.0,0.0
1072,contact_sensor_noise_burst,22.9496,0.1216,0.0,0.0,0.0,0.0
1073,combined_extreme_stress,5.8754,-2.2770,0.0,0.0,0.0,0.0
1074,contact_chain_transfer,16.7846,6.3928,0.0,0.0,0.0,0.0
1075,friction_mass_shift,4.5980,-10.9939,0.0,0.0,0.0,0.0
1076,fixture_topology_shift,3.5037,-3.0520,0.0,1.0,1.0,0.0
1077,contact_sensor_noise_burst,17.0512,-0.3250,0.0,0.0,0.0,0.0
1078,friction_mass_shift,14.7022,-0.5000,0.0,1.0,1.0,0.0
1079,contact_sensor_noise_burst,7.5199,-10.5357,0.0,0.0,0.0,0.0
1080,pocket_relocation,25.6126,0.5581,0.0,0.0,0.0,0.0
1081,actuator_limit_chain,15.1087,-6.1290,1.0,1.0,0.0,0.0
1082,contact_chain_transfer,10.2238,11.5647,0.0,0.0,0.0,0.0
1083,contact_chain_transfer,23.3591,0.7348,0.0,0.0,0.0,0.0
1084,delayed_topology_transition,2.0517,8.6953,0.0,0.0,0.0,0.0
1085,distractor_contact,7.3964,10.6716,0.0,0.0,0.0,0.0
1086,contact_sensor_noise_burst,17.2350,-9.3697,0.0,0.0,0.0,0.0
1087,fixture_topology_shift,5.1296,3.2637,0.0,0.0,0.0,0.0
